,2025-03-25,2025-03-28,2025-03-29,2025-03-30,2025-03-31,2025-04-01,2025-04-03,2025-04-08,2025-04-11,2025-04-14,2025-04-19,2025-04-21,2025-04-23,2025-04-24,2025-04-29,2025-05-02,2025-05-05,2025-05-06,2025-05-08,2025-05-10,2025-05-12,2025-05-14,2025-05-20,2025-05-21,2025-05-22,2025-05-26,2025-06-01,2025-06-02,2025-06-04,2025-06-09,2025-06-12,2025-06-14,2025-06-23,2025-06-24,2025-06-30,2025-07-01,2025-07-04,2025-07-06,2025-07-07,2025-07-12,2025-07-14,2025-07-15,2025-07-16,2025-07-24,2025-07-27,2025-07-29,2025-07-31,2025-08-02,2025-08-07,2025-08-09,2025-08-11,2025-08-15,2025-08-18,2025-08-25,2025-08-27,2025-08-28,2025-09-01,2025-09-03
00:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.02033333333333333,0.02,0.022333333333333334,0.02,0.02,0.02,0.02,0.02,0.02,0.02035714285714286,0.02,0.02,0.02,0.021
01:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.020666666666666667,0.020666666666666667,0.02,0.026000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02
01:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.025,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
02:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022333333333333334,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02
02:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02266666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.020666666666666667,0.02,0.02,0.02,0.02
03:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
03:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.021333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
04:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
04:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
05:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
05:30,,-0.17966666666666667,-1.1806666666666668,-0.132,-0.10400000000000001,-0.13033333333333333,-0.24833333333333335,-0.13233333333333333,-0.13733333333333334,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.16666666666666666,-0.2353333333333333,-0.25066666666666665,-0.21233333333333335,-0.22533333333333333,-0.253,-0.21266666666666667,-0.17866666666666667,-0.19466666666666665,-0.21033333333333334,-0.252,-0.22533333333333333,-0.19766666666666666,-0.19666666666666668,-0.22633333333333333,-0.26599999999999996,-0.22999999999999998,-0.16666666666666666,-0.24533333333333332,-0.214,-0.22033333333333335,-0.25166666666666665,-0.24266666666666667,-0.24400000000000002
06:00,,0.02,-0.35533333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
06:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
07:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
07:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
08:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
08:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
09:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
09:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
10:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.3432142857142857,0.02,0.02,0.02,0.02,
10:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.4236666666666667,0.02,0.02,0.02,0.02,
11:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.373,0.02,0.02,0.02,0.02,
11:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.13833333333333334,0.02,0.02,0.02,0.02,
12:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021333333333333333,0.02,0.02,0.02,0.02,
12:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,
13:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
13:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021666666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,
14:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
14:30,,0.953,0.9483333333333334,0.8893333333333333,0.9503333333333334,0.9413333333333334,0.9456666666666667,0.9506666666666667,0.946,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.9816666666666668,0.9766666666666667,0.9806666666666667,0.9886666666666667,0.9876666666666668,0.9746666666666667,0.9746666666666667,0.9723333333333334,0.9826666666666667,0.9913333333333334,0.9856666666666667,0.9776666666666667,0.985,0.9830000000000001,0.9823333333333334,0.9806666666666667,0.979,0.9773333333333334,0.9900000000000001,0.9706666666666667,0.9830000000000001,0.9836666666666667,0.9860000000000001,
15:00,,1.022,1.0156666666666667,1.0223333333333333,1.0193333333333334,1.015,1.0176666666666667,1.0233333333333332,1.0316666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.0550000000000002,1.05,1.0493333333333335,1.0523333333333333,1.0610000000000002,1.0453333333333332,1.0443333333333333,1.0403333333333333,1.052,1.0590000000000002,1.0513333333333335,1.0553333333333332,1.05,1.051,1.0566666666666669,1.0523333333333333,1.0473333333333334,1.052,1.0563333333333333,1.0543333333333333,1.0536666666666668,1.0573333333333335,1.0586666666666666,
15:30,,0.08866666666666667,0.08533333333333333,0.08733333333333333,0.08600000000000001,0.08533333333333333,0.08733333333333333,0.08800000000000001,0.08666666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.09533333333333333,0.091,0.09566666666666666,0.09466666666666668,0.09633333333333334,0.08866666666666667,0.08866666666666667,0.08600000000000001,0.08866666666666667,0.09866666666666667,0.098,0.1,0.09833333333333334,0.09966666666666667,0.09000000000000001,0.09200000000000001,0.08666666666666667,0.08966666666666666,0.1,0.09233333333333334,0.095,0.09833333333333334,0.1,
16:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.025666666666666667,0.022000000000000002,0.026000000000000002,0.026666666666666665,0.029333333333333333,0.02,0.02,0.02,0.02,0.029999999999999995,0.029666666666666668,0.029999999999999995,0.029333333333333333,0.028,0.02033333333333333,0.021666666666666667,0.02,0.02,0.029999999999999995,0.024,0.025,0.029999999999999995,0.029999999999999995,
16:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.021333333333333333,0.024666666666666667,0.026666666666666665,0.029333333333333333,0.02,0.02,0.02,0.02,0.029999999999999995,0.028333333333333332,0.029999999999999995,0.029,0.026000000000000002,0.02,0.020666666666666667,0.02,0.02,0.029666666666666668,0.02266666666666667,0.021333333333333333,0.029333333333333333,0.029666666666666668,
17:00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.020666666666666667,0.02,0.023,0.023,0.028666666666666667,0.02,0.02,0.02,0.02,0.029666666666666668,0.02733333333333333,0.029666666666666668,0.029666666666666668,0.022333333333333334,0.02,0.021,0.02,0.02,0.028,0.020666666666666667,0.022000000000000002,0.029666666666666668,0.028,
17:30,0.02,0.02,-1.25,-1.1863333333333332,-1.1736666666666666,-1.0726666666666667,-1.0576666666666668,-1.2433333333333332,-1.2923333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-1.5333333333333334,-1.5346666666666666,-1.5799999999999998,-1.5493333333333332,-1.5733333333333335,-1.4783333333333333,-1.4816666666666667,-1.5046666666666666,-1.5326666666666666,-1.6053333333333335,-1.6216666666666666,-1.6083333333333334,-1.5803333333333334,-1.5996666666666668,-1.57,-1.5803333333333331,-1.4946666666666668,-1.5906666666666667,-1.2406666666666666,-1.567,-1.512,-1.6143333333333334,-1.5799999999999998,
18:00,0.02,0.02,-0.382,-0.30733333333333335,-0.37233333333333335,-0.43,-0.39166666666666666,-0.3813333333333333,-0.312,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.06533333333333333,-0.08033333333333334,-0.06233333333333334,-0.014666666666666668,-0.034333333333333334,-0.10633333333333334,-0.08933333333333332,-0.12733333333333333,-0.08566666666666665,-0.014000000000000002,-0.012333333333333332,-0.013000000000000001,-0.016000000000000004,-0.037000000000000005,-0.048,-0.043666666666666666,-0.075,0.002,0.028666666666666667,-0.0036666666666666644,-0.067,0.010666666666666666,-0.01633333333333333,
18:30,0.02,0.02,0.02,0.022333333333333334,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.020666666666666667,0.020666666666666667,0.025666666666666667,0.02,0.02,0.02,0.02,0.023666666666666666,0.02266666666666667,0.028333333333333332,0.024666666666666667,0.021,0.02,0.02,0.02,0.02,0.02333333333333333,0.02,0.02,0.021333333333333333,0.02333333333333333,
19:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021333333333333333,0.02,0.02,0.02,0.02,0.023,0.021333333333333333,0.027666666666666666,0.024333333333333332,0.02,0.02,0.02,0.02,0.02,0.02333333333333333,0.02,0.02,0.02033333333333333,0.021,
19:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.021666666666666667,0.02,0.02,0.02,0.02,0.022000000000000002,0.021666666666666667,0.025,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.021666666666666667,0.02033333333333333,
20:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02266666666666667,0.022000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,
20:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.16533333333333333,-0.36333333333333334,-0.504,-0.4423333333333333,-0.327,-0.6905555555555556,-0.384,-0.33366666666666667,,,-0.37899999999999995,-0.3496666666666667,-0.351,-0.39966666666666667,-0.34700000000000003,-0.41733333333333333,-0.37099999999999994,0.02,-0.376,-0.4073333333333334,-0.362,-0.368,-0.39366666666666666,-0.33766666666666667,-0.3303333333333333,-0.4063333333333333,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,0.020666666666666667,0.02,0.025,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.02033333333333333,
21:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.021333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.025,0.020666666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,
21:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.020666666666666667,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.027,0.020666666666666667,0.02033333333333333,0.02,0.02,0.02,0.02,0.020666666666666667,0.02,0.02,0.02,0.02033333333333333,
22:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.020666666666666667,0.02,0.02,0.02,0.02,0.020666666666666667,0.02033333333333333,0.025666666666666667,0.021,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02033333333333333,
22:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.02,0.02,0.02,0.02,0.02,0.021333333333333333,0.025666666666666667,0.021333333333333333,0.02033333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
23:00,,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.021333333333333333,0.02,0.02,0.02,0.02,0.021,0.02033333333333333,0.02733333333333333,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
23:30,,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022333333333333334,0.02,0.025666666666666667,0.021333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
24:00,,0.02,0.02,0.02,0.019999999999999997,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.02,0.019999999999999997,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02033333333333333,0.02,0.02,0.02,0.02,0.02103448275862069,0.02,0.02379310344827586,0.019999999999999997,0.02,0.02,0.02,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.02,0.019999999999999997,0.02,
