,2025-03-24,2025-03-31,2025-04-05,2025-04-15,2025-04-17,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-27,2025-05-05,2025-05-06,2025-05-12,2025-05-29,2025-06-02,2025-06-04,2025-06-17,2025-06-20,2025-06-25,2025-06-30,2025-07-01,2025-07-05,2025-07-07,2025-07-14,2025-07-15,2025-07-17,2025-08-07,2025-08-08,2025-08-09,2025-08-11,2025-08-12,2025-08-18,2025-08-23,2025-09-01,2025-09-02,2025-09-07,2025-09-08
00:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,-0.001,-0.0009,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,0.0017333333333333335,0.0052,0.008566666666666667,0.005233333333333334,6.666666666666667e-05,0.0019333333333333331,0.0038333333333333336,0.0006666666666666666,0.0,3.3333333333333335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00,,0.0,0.0,-0.0007333333333333333,3.333333333333331e-05,-0.0005666666666666667,-0.0008,0.0004333333333333333,0.0037,0.014766666666666668,,,-0.00023333333333333333,0.10123333333333333,0.14880000000000002,0.1624,0.18716666666666668,0.06476666666666667,0.04596666666666667,0.07876666666666667,0.09476666666666667,0.03056666666666667,0.060899999999999996,0.016566666666666667,0.009233333333333335,0.014666666666666666,0.0,0.005833333333333333,0.0053,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0
05:30,,0.0004666666666666666,0.0124,0.015233333333333333,0.08426666666666667,0.046933333333333334,0.007333333333333333,0.08026666666666667,0.12050000000000001,0.1853,,,0.023566666666666666,0.3533,0.6725,0.8534666666666666,1.1959666666666666,0.36776666666666663,0.08703333333333332,0.32736666666666664,0.2683666666666667,0.08866666666666667,0.3604,0.05096666666666667,0.2387,0.17136666666666667,3.3333333333333335e-05,0.1315,0.07043333333333333,0.0896,0.0,0.0249,0.11203333333333333,0.005433333333333333,0.016966666666666668,0.010233333333333334,-0.00030000000000000003
06:00,,0.14543333333333333,0.19036666666666668,0.19269999999999998,0.39430000000000004,0.3064,0.06353333333333333,0.3784,0.6635666666666666,0.8129666666666666,,,0.07160000000000001,0.7862333333333333,1.65,1.5220333333333333,2.2179,0.9032333333333333,0.3853666666666667,0.9342333333333334,0.46496666666666664,0.21423333333333333,0.9683666666666666,0.14743333333333333,0.6695666666666666,0.7448333333333333,0.08220000000000001,0.6668666666666667,1.1733333333333333,0.25670000000000004,0.02323333333333333,0.06543333333333333,0.46653333333333336,0.2521666666666667,0.11493333333333333,0.25293333333333334,0.0
06:30,,0.3637666666666667,0.47106666666666663,0.4191333333333333,2.0949,1.3454333333333333,0.1847,1.7964666666666667,2.6876666666666664,2.230366666666667,,,0.1652,2.0428333333333333,2.807366666666667,1.1684333333333332,2.9143333333333334,1.8585333333333334,0.8925333333333333,1.6313666666666669,0.39276666666666665,0.3962333333333333,0.8819,0.30523333333333336,0.4000666666666667,1.0646,0.2827,1.4724333333333335,1.9886000000000001,0.6108333333333333,0.11336666666666666,0.3033,1.5231333333333335,0.6966333333333333,0.7058666666666668,0.6515000000000001,0.0005333333333333334
07:00,,1.8019666666666665,3.281766666666667,0.26183333333333336,3.4513000000000003,2.1755,0.40323333333333333,3.9215,3.9902,3.536966666666667,,,0.31056666666666666,3.3644666666666665,3.902733333333333,1.3346333333333333,3.881333333333333,1.4445666666666668,1.832,1.831,1.1883000000000001,0.8402,1.7454333333333334,0.5529666666666666,1.0370333333333333,1.5407666666666666,0.5682666666666666,1.4347999999999999,3.4684666666666666,1.0556333333333334,0.28313333333333335,2.6432,2.793633333333333,1.1310333333333333,3.207,2.8648000000000002,0.0
07:30,,4.817166666666666,4.926366666666667,0.7176666666666667,4.552033333333333,3.259,0.8059666666666666,5.004066666666666,5.114733333333334,4.745433333333334,,,0.6019333333333333,4.643833333333333,4.905766666666667,2.0097,4.8211,3.0571333333333333,1.4270666666666665,3.0741,1.8466,0.9803666666666667,3.7793,0.4223,0.7232333333333333,3.8318999999999996,0.5764333333333334,2.5378333333333334,4.424,0.2581,0.3964666666666667,4.271866666666667,4.1837333333333335,2.1256,4.1413,4.393433333333333,0.0025
08:00,,5.712400000000001,5.937366666666667,0.9471333333333334,5.4473666666666665,4.634600000000001,1.2354666666666667,5.9917,6.039966666666667,5.713833333333333,,,0.6523,5.758433333333333,5.6263,3.5867999999999998,5.6824,3.4354333333333336,2.1648333333333336,4.639266666666667,1.8993666666666666,0.6791333333333333,4.6371,0.8078,0.5532,2.769566666666667,0.6955333333333333,5.804666666666667,4.701533333333333,0.47486666666666666,0.6547666666666667,5.125533333333333,4.919866666666667,3.490333333333333,5.004466666666667,5.232866666666666,0.08583333333333334
08:30,,6.3015,6.7110666666666665,0.7049000000000001,6.274466666666667,5.891333333333334,1.2720999999999998,6.491033333333333,6.7749,6.531066666666666,,,1.236,5.677933333333333,6.222033333333333,4.468500000000001,6.336433333333333,3.8027666666666664,3.010166666666667,4.1206,1.6899000000000002,0.7126,5.2979666666666665,1.2316,1.0149666666666666,4.201666666666666,0.7709333333333334,3.4978666666666665,5.2912,2.0872,1.3317333333333332,5.3693,5.738466666666667,4.8703666666666665,5.719633333333333,5.996533333333333,0.1651
09:00,,3.3421333333333334,7.426466666666667,1.1857666666666666,6.8783666666666665,6.806033333333334,1.5686333333333333,7.047366666666666,6.8525,7.127666666666667,,,1.0831666666666666,6.5556,6.8209,6.507233333333334,6.819333333333334,5.6446,6.0743,4.4535,2.0075666666666665,1.2518666666666667,5.856366666666667,1.9560333333333335,0.9117,5.5774,1.2430333333333334,0.6363,3.910766666666667,1.9632333333333334,0.8958999999999999,6.278566666666666,6.229533333333333,5.620166666666666,6.2780000000000005,6.556533333333333,0.6877
09:30,,4.2843333333333335,7.8708,1.6917,7.285533333333333,6.981633333333334,1.8226333333333333,4.999833333333333,5.423,5.9696,,,1.2167666666666668,5.5315666666666665,5.437733333333333,3.6614999999999998,5.923966666666667,5.127566666666667,2.859466666666667,4.009533333333334,2.4767333333333332,2.1505333333333336,6.1085666666666665,2.8638333333333335,1.3552,2.088233333333333,1.6055333333333333,0.8058333333333334,6.014866666666666,0.7592666666666666,1.1036333333333335,5.4229666666666665,5.605833333333334,6.315433333333333,5.417833333333333,5.631566666666667,1.4711666666666665
10:00,9.614,3.6864333333333335,6.235033333333333,2.405133333333333,6.211566666666667,5.451766666666667,1.8213000000000001,5.504833333333334,5.415733333333334,5.455666666666667,,,1.3351666666666666,5.4135,5.4318,4.489033333333333,5.419833333333333,5.910466666666666,3.9171,3.1798333333333333,2.8314000000000004,6.0595,5.424533333333333,1.3322666666666665,0.7667333333333333,1.9566333333333332,1.2544333333333335,2.818966666666667,5.4059,1.1567333333333332,0.8827333333333333,5.369033333333333,5.415533333333333,5.775366666666667,5.3878,5.409833333333333,1.5168
10:30,,2.0447666666666664,6.296766666666667,3.1109,5.5798000000000005,5.4675,2.7153,5.4113,5.4021,5.455066666666667,,,2.666533333333333,5.4341333333333335,5.4350000000000005,4.124,5.419666666666667,4.9891,5.509533333333334,3.0402666666666667,4.3135,3.9577999999999998,5.317733333333334,1.8030666666666666,1.7205666666666666,1.7934666666666668,2.1490666666666667,4.2126,5.417,1.3972,1.0844666666666667,5.099733333333333,5.4125,5.408333333333333,5.418333333333334,5.3866,1.9030666666666667
11:00,,3.733,5.9802,4.197966666666667,5.625566666666667,5.4514000000000005,2.2764,5.3312,5.4028,5.4524333333333335,,,2.9861999999999997,5.410333333333333,5.438933333333334,1.5794,5.422300000000001,4.130133333333333,5.2194666666666665,2.9950666666666668,5.534966666666667,5.7976,5.0391666666666675,1.5949,2.2999666666666667,2.5201333333333333,5.4268,6.4958,5.0447999999999995,2.4985666666666666,1.6219666666666666,5.341233333333333,5.417833333333333,5.407633333333333,5.408666666666666,5.393666666666666,1.4376333333333333
11:30,,3.0534000000000003,6.1482,7.197633333333333,5.563866666666667,5.444466666666667,2.305133333333333,5.432266666666666,5.403499999999999,5.4484,,,3.347766666666667,5.4221,5.4502,1.7840333333333334,5.410466666666666,6.1828666666666665,6.0834,3.5452333333333335,4.9854666666666665,5.367066666666667,2.9722999999999997,1.0482,0.9600000000000001,2.923766666666667,2.748366666666667,5.3726,5.073133333333333,2.7708333333333335,1.4504,4.975266666666667,4.982366666666667,5.1483333333333325,3.3467,5.192833333333334,1.6364333333333332
12:00,,4.548733333333333,5.972566666666666,2.5722666666666667,5.556466666666666,5.4466,2.3564333333333334,5.4266,5.4325,5.217066666666667,,,3.340333333333333,5.424333333333333,5.443666666666667,3.3189,5.358766666666667,5.356333333333334,4.729666666666666,6.313466666666667,3.2978333333333336,5.3572999999999995,2.0218000000000003,1.1678333333333333,1.3614333333333335,4.015466666666667,2.6795666666666667,5.3601,2.7679,5.5748,2.5696999999999997,4.687266666666667,5.4101333333333335,5.405233333333333,4.3794666666666675,4.613766666666667,2.2399666666666667
12:30,,3.7173333333333334,5.786566666666667,4.304766666666667,3.5771,5.193833333333333,3.1349,5.439566666666667,5.418533333333333,5.441033333333333,,,4.151533333333334,5.490466666666666,5.433766666666667,2.5842666666666667,5.461433333333333,5.3504,4.682366666666667,4.415733333333334,1.9477333333333333,5.3006,4.8919999999999995,0.8765333333333333,0.8338333333333333,3.961233333333333,4.2202,4.7064,4.827833333333333,5.262733333333333,2.1043,5.2966,5.0466,5.145066666666667,4.145733333333333,4.0214,1.9395
13:00,,4.799433333333334,5.771,1.8228333333333333,2.2431666666666668,4.939133333333333,2.9762,5.431266666666667,5.414466666666667,5.438000000000001,,,1.3272666666666666,5.6925333333333334,5.425933333333333,3.2415666666666665,5.163833333333333,5.344366666666667,4.350666666666667,5.561733333333334,1.4049666666666667,5.011733333333334,4.9837,0.7899999999999999,0.9173333333333333,5.353800000000001,3.5343666666666667,4.896866666666667,3.0596666666666668,2.2829333333333333,1.5056333333333334,4.971233333333333,5.3844666666666665,4.9266,5.487033333333333,6.131633333333334,2.3018666666666667
13:30,,6.9915,5.8768,0.5547666666666667,4.7226333333333335,4.821133333333334,3.066133333333333,5.4175,5.4242,5.471666666666667,,,1.7505333333333333,5.820333333333334,5.4300999999999995,3.8399666666666668,5.321566666666667,5.348133333333333,3.2946999999999997,4.078233333333333,2.6144666666666665,5.288233333333333,4.253633333333333,0.7855333333333333,1.3207333333333333,2.5620666666666665,4.887166666666667,5.404066666666667,4.961433333333333,2.134133333333333,1.2184,5.082366666666667,5.3866000000000005,5.0442,6.0822666666666665,4.966399999999999,1.8880000000000001
14:00,,5.319233333333333,2.821466666666667,0.5648,5.557266666666666,2.1662000000000003,1.9238,5.425133333333333,5.4228,5.449700000000001,,,3.1902,5.646100000000001,5.340566666666667,4.4924333333333335,3.895033333333333,5.329033333333333,2.745033333333333,3.3948666666666667,1.6695333333333333,5.3726666666666665,2.4807,0.7796333333333333,2.1416,2.6421333333333332,5.228266666666667,4.0409,5.079366666666667,2.2383666666666664,1.7982,1.4495666666666667,4.326466666666667,3.6104333333333334,4.569533333333334,2.533266666666667,3.2064999999999997
14:30,,4.213333333333334,4.083366666666667,1.0180666666666667,4.9949,1.8710333333333333,0.9803,5.198899999999999,4.618966666666666,5.074733333333333,,,2.534966666666667,4.8868,4.7574000000000005,2.627733333333333,3.1136,4.906433333333333,1.1153000000000002,2.495166666666667,1.4263333333333332,4.847266666666667,3.7533666666666665,1.4482666666666666,2.5598666666666663,1.7570333333333332,1.0376,4.314066666666666,4.516633333333333,3.943166666666667,1.4761,3.6031,2.8053666666666666,2.7735666666666665,4.3327,1.1629,3.1656666666666666
15:00,,4.1119,3.717966666666667,0.2643333333333333,3.642033333333333,1.3417333333333334,1.1736,4.2171,3.7067666666666668,4.492133333333333,,,2.8727333333333336,4.0530333333333335,3.6699333333333333,2.5084333333333335,3.2663,3.7043666666666666,0.4437333333333333,2.2318000000000002,1.3095666666666665,3.2385,2.519966666666667,0.9290333333333333,2.2009666666666665,1.6752,2.9617333333333336,3.133,3.6935000000000002,2.360966666666667,1.7318333333333333,3.6502666666666665,1.8566333333333334,2.3277,2.9797333333333333,0.33426666666666666,2.5674
15:30,,3.7787,3.1083333333333334,0.1857666666666667,2.6716333333333333,1.3638333333333332,1.0358,3.0647333333333333,1.9904333333333333,3.4701333333333335,,,1.5861333333333334,3.143866666666667,3.0481,2.765133333333333,2.941133333333333,2.5174000000000003,0.3591333333333333,1.8477333333333334,1.6455666666666666,3.3829333333333333,2.6927000000000003,1.1049666666666667,1.5290666666666666,1.7215999999999998,3.6712333333333333,2.5018666666666665,2.4136,3.2927666666666666,1.0892000000000002,1.0961666666666665,2.1206,1.7668666666666666,2.0473,0.49456666666666665,1.1373333333333333
16:00,,2.0656666666666665,2.0268333333333333,0.2379666666666667,1.3533,1.2961,0.6644,2.077366666666667,1.0842666666666667,2.5356666666666663,,,2.1039333333333334,2.0934666666666666,2.179133333333333,1.5845999999999998,2.2939333333333334,2.0112666666666668,0.28526666666666667,0.9487666666666666,1.0815,2.620633333333333,2.1466,1.3415666666666666,1.0548333333333333,1.5834666666666666,2.4844333333333335,2.2737,0.8323333333333333,2.311,0.7990666666666667,0.718,2.2652,1.4080666666666666,1.4917666666666667,0.13953333333333334,1.0485666666666666
16:30,,1.1850999999999998,1.1125,0.2519,1.4808333333333332,1.2195666666666667,0.09886666666666667,1.2197666666666664,0.8155333333333333,1.5153,,,0.8591333333333334,1.3078333333333334,1.3833333333333333,1.3994666666666666,1.5039666666666667,1.5443666666666664,0.5517666666666667,1.2786,0.8326333333333333,2.1242666666666667,0.7487333333333334,0.8705333333333333,0.45836666666666664,1.1871333333333332,1.3248666666666666,1.1889,0.7884333333333333,0.7784333333333334,0.4544666666666667,1.2558,1.363,0.6781,1.3373333333333333,0.28323333333333334,0.8009666666666667
17:00,,0.405,0.5151666666666667,0.422,0.657,0.6718666666666666,0.034666666666666665,0.7149333333333333,0.48206666666666664,0.9926333333333334,,,0.4780333333333333,0.7246,0.9861,0.6304333333333333,0.5284,0.9171333333333334,0.3559,1.0442666666666667,0.6781,0.7454,0.5794333333333334,0.8949,0.4628,0.8954000000000001,0.48960000000000004,0.5025,0.49493333333333334,0.6830333333333333,0.22003333333333333,0.6064333333333334,0.7544666666666667,0.5843666666666666,0.6998333333333334,0.2016,0.4492333333333333
17:30,,0.20003333333333334,0.24043333333333333,0.2187,0.2919,0.35983333333333334,0.0124,0.4304,0.4345666666666667,0.6244,,,0.22346666666666665,0.5835333333333333,0.7471,0.4181666666666667,0.32106666666666667,0.8015000000000001,0.25593333333333335,0.5890666666666667,0.5432,0.5602666666666667,0.4551,0.8639666666666667,0.3343333333333333,0.6709333333333334,0.21980000000000002,0.24966666666666668,0.1978,0.22473333333333334,0.1906,0.25633333333333336,0.33163333333333334,0.2884,0.34636666666666666,0.019033333333333333,0.0891
18:00,,0.03613333333333334,0.046933333333333334,0.04136666666666666,0.10456666666666667,0.08416666666666667,0.0,0.17779999999999999,0.1433,0.1996666666666667,,,0.1323,0.43183333333333335,0.4219666666666667,0.30033333333333334,0.2557333333333333,0.5568333333333333,0.06653333333333333,0.3967,0.3093,0.4971,0.3593,0.4920666666666667,0.19453333333333334,0.35633333333333334,0.08236666666666667,0.14876666666666666,0.1791,0.11386666666666666,0.12506666666666666,0.1124,0.17930000000000001,0.08303333333333333,0.0562,0.0,0.0101
18:30,,0.0,0.0,0.0,0.004166666666666667,0.0005333333333333334,0.0,0.014566666666666667,0.0017000000000000001,0.01906666666666667,,,0.04816666666666667,0.13499999999999998,0.15293333333333334,0.13766666666666666,0.1535,0.19823333333333334,0.021166666666666667,0.18376666666666666,0.07656666666666667,0.13776666666666668,0.07643333333333334,0.38813333333333333,0.04786666666666666,0.15866666666666665,0.015166666666666667,0.021866666666666666,0.05206666666666667,0.050699999999999995,0.022166666666666668,0.010233333333333334,0.019066666666666666,0.0,0.0,0.0,0.0
19:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0002666666666666667,0.007733333333333333,0.012733333333333334,0.014066666666666667,0.0304,0.04766666666666666,0.0061333333333333335,0.03473333333333333,0.018533333333333336,0.029533333333333335,0.011133333333333334,0.0462,0.0029666666666666665,0.015000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:30,,0.0,0.0,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,,,-0.0009333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.0009333333333333333,-0.0009333333333333333,,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,,-0.001,-0.001,-0.001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23:30,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,,-0.001,-0.001,-0.001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24:00,,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,,,-0.001,-0.001,-0.001,,-0.001,-0.001,-0.001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
